STR,N° REQ,Item,DESIGNATION,N° BE,OBS,Chargé d'Affaire,N°  et Situation  de Appel Offre,FOURNISSEUR,N°cde,Item cde,BRC  1,Item BRC,BRC  2,Item BRC2,BRC  3,ITEM BRC3,BRC  4,ITEM BRC4,BRC  5,nbre item BRC5,BRC  6,nbre item BRC6,BRC  7,nbre item BRC7,BRC8,nbre item BRC8,BRC9,nbre item BRC9,BRC10,nbre item BRC10,BRC11,nbre item BRC11,BRC12,nbre item BRC12,BRC13,nbre item BRC13,Champ53,Champ54,Champ55,Champ56,Champ57,Champ58,Champ59,Champ60,Champ61,Champ62,Champ63,Champ64,Champ65,Champ66,Champ67,Champ68,Champ69,Champ70,Champ71,Champ72,Champ73,Champ74,Champ75,Champ76,Champ77,Champ78,Champ79,Champ80,Champ81,Champ82,Champ83,Champ84,Champ85,Champ86,Champ87,Champ88,Champ89,Champ90,Champ91,Champ92,Champ93,Champ94,Champ95,Champ96,Champ97,Champ98,Champ99,Champ100,Champ101,Champ102,Champ103,Champ104,Champ105,Champ106,Champ107,Champ108,Champ109,Champ110,Champ111,Champ112,Champ113,Champ114,Champ115,Champ116,Champ117,Champ118,Champ119,Champ120,Champ121,Champ122,Champ123,Champ124,Champ125,Champ126,Champ127,Champ128,Champ129,Champ130,Champ131,Champ132,Champ133,Champ134,Champ135,Champ136,Champ137,Champ138,Champ139,Champ140,Champ141,Champ142,Champ143,Champ144,DATE,DATEE,DATE 1,DATE 2,DATE 3,DATE BRC4,DATE BRC5,DATE BRC6,DATE BRC7,DATE BRC8,DATE BRC9,DATE BRC10,DATE BRC11,DATE BRC12,DATE BRC13
"MNT","YK031","1","CONTACTEUR 8KVA 1160A",,"ANNULEE",,,"ANNULEE SUITE NOTE N°271/24             Du 21/09/2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/14/11 00:00:00",,,,,,,,,,,,,,
"DEP","YK032","4","""COLLIER PLIDCO 12"""" 70 BARS""",,"ENCOUR",,"AON SH/DP-AT/002/14/P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/15/11 00:00:00",,,,,,,,,,,,,,
"DEP","YK034","10","""LINER PACKER7""""+PUP JOINT+CROSS OVER7""""""",,"ENCOUR",,"AONI SH/DP-AT57/14/T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/20/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK035","3","""CREPINE JOHNSON 7"""" +ELEMENTS D'EXT, BULL PLUG ACIER INOX 7'""",,"ENCOUR","LAID","AONI SH/DP-AT57/14/T","BILFINGER WATER TECH France","A74720","5","YB5766","1","YB5768","1","YB5784","2","YA0019","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/20/12 00:00:00","01/05/17 00:00:00","12/06/17 00:00:00","12/06/17 00:00:00","12/20/17 00:00:00","03/01/18 00:00:00",,,,,,,,,
"EXP","YK036","4","PRODUITS CHIMIQUES PREVISION (2012-2013)",,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/03/12 00:00:00",,,,,,,,,,,,,,
,,,"NALCO 2216A","260","SOLDEE",,"CONTRAT N° E/10/DP/AT/018","NALCO ITALIANA-ITALY","YK036/A","160","YL5803","160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/04/12 00:00:00","03/02/13 00:00:00",,,,,,,,,,,,
,,,"CHIMEC 2232 EN FUT","250","ENCOUR",,,"CHIMEC-ROME","YK036/B","160","YJ5489","160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/04/12 00:00:00","01/31/13 00:00:00",,,,,,,,,,,,
,,,"CECA CL 73","180","ENCOUR",,,"CECA-SA/ France","A79980","80","YL5804","80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/17/12 00:00:00","03/02/13 00:00:00",,,,,,,,,,,,
,,,"PROCHINOR AP 104","320","SOLDEE",,,"CECA SA-France","YK036/A","320","YA3617","160","YA3618","160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/02/12 00:00:00","06/14/13 00:00:00","06/15/13 00:00:00",,,,,,,,,,,
"DEP","YK037","29","""TETE DE PUITS COMPLET  11"""" X7 1/16""","25","ENCOUR",,"AON/DP/AT/025/14/T","CAMERON France","A31173","25","YA7091","5","YK9762","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/03/12 00:00:00","03/19/14 00:00:00","04/15/15 00:00:00","03/25/16 00:00:00",,,,,,,,,,,
"DEP","YK038","2","""TUBINGE 3"""" 1/2 + TUBINGE 1"""" 660""",,"ENCOUR",,"DP-AT/002/15/T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/03/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK039","1","""TUBINGE 2""""3/8""",,"ENCOUR",,"DP-AT/002/15/T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/03/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK041","14","""PUP JOINT 1""""660X3,56""",,"ENCOUR",,"ANNULEE PAR FAX N°1211 ETREMPLAEE  PAR  LA REQ YK077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/01/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK042","14","""PUP JOINT 1""""660X3,56""",,"ENCOUR",,"ANNULEE PAR FAX N°1211 ETREMPLAEE  PAR  LA REQ YK078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/01/12 00:00:00",,,,,,,,,,,,,,
"MNT","YK043","47","P/R POUR GARNITURE MECQNIQUE","47","ENCOUR","REZEK","E15/DP-AT/013","JOHN CRANE / DUBAI","A95667","47","YK6908","45","YA4750","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/23/12 00:00:00","02/21/16 00:00:00","06/06/16 00:00:00","10/21/16 00:00:00",,,,,,,,,,,
,,,"TASSILIA ATF DEXRON EN FUT DE 200L","17","SOLDEE",,,"NAFTAL SPA ALGER","A95812","3","YA2504","9","YA2523","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/06/13 00:00:00","11/27/13 00:00:00","12/12/13 00:00:00",,,,,,,,,,,
,,,"TASSILIA EN SAE 90 P/B VITESSE EN FUT DE 200L","12","SOLDEE",,,,"A95749","12","YA3521","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","04/29/13 00:00:00",,,,,,,,,,,,
,,,"TORADA 32 EN FUT DE 200L","2","ENCOUR",,,,"A95749","2","YL5779",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","03/12/13 00:00:00",,,,,,,,,,,,
,,,"TORADA 100 EN FUT DE 200L","1","SOLDEE",,,,"A95749","1","YL5779","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","03/12/13 00:00:00",,,,,,,,,,,,
,,,"TORBA 46","70","SOLDEE",,,,"A95812","3","YA2504","20","YA2523","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/06/13 00:00:00","11/27/13 00:00:00","12/19/13 00:00:00",,,,,,,,,,,
,,,"TORBA 68","15","SOLDEE",,,,"A95749","15","YL5851","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","04/08/13 00:00:00",,,,,,,,,,,,
,,,"TISKA 32","15","ENCOUR",,,,"A95749","15","YL5779","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","03/12/13 00:00:00",,,,,,,,,,,,
,,,"BORAK 22 EN FUT DE 200L","3","SOLDEE",,,,"A95749","3","YL5779","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","03/12/13 00:00:00",,,,,,,,,,,,
,,,"CHELIA SAE 40 EN FUT DE 200L","75","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"CHIFFA SAE 40 EN FUT DE 200L","30","ENCOUR",,,"NAFTAL SPA ALGER","YK044B","3","YA7868","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/01/14 00:00:00","08/19/14 00:00:00",,,,,,,,,,,,
,,,"CHELLALA BRAKE FLUID EN BIDON DE 1/2L","300","SOLDEE",,,,"A95749","300","YL5851","300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","04/08/13 00:00:00",,,,,,,,,,,,
,,,"FODDA 150 EX 100 EN FUT DE 200L","3","SOLDEE",,,,"A95749","3","YL5779","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","03/12/13 00:00:00",,,,,,,,,,,,
,,,"NAFTILIA SUPER P/ESSENCE 20W50 EN BIDON DE 200L","10","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"TASSADIT A2 18KG","20","SOLDEE",,,,"A95749","20","YL5851","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","04/08/13 00:00:00",,,,,,,,,,,,
,,,,,,,,"NAFTAL SPA ALGER","A95749","11","YL5779","6","YL5851","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","03/12/13 00:00:00","04/08/13 00:00:00",,,,,,,,,,,
"MNT","YK046","6","INSTRUMENT ET P/R POUR INSTALATION INJECTION D`EAU",,"ENCOUR",,"ANNULE ET REMPLACE LA YK141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/14/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK047","29","PULING TOOL+RELEASING TOOL+RUNNIG TOOL  PMTE 2014",,"ENCOUR",,"ANNULE ET REMPLACE LA YK164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/21/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK049","29","WELL ASSY PRESS ROLLER+WIRE LINE CUTTER+,,,,,,PMTE 2014",,"ENCOUR",,"ANNULE ET REMPLACE LA YK162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/21/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK050","29","WELL ASSY PRESS ROLLER+WIRE LINE CUTTER+,,,,,,PMTE 2015",,"ENCOUR",,"ANNULE ET REMPLACE LA YK162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/21/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK051","27","TESTING TOOL+IMPRESSION TOOL+BRONZE SHEAR PIN +BLIND BOX,,,PMTE 2014",,"ENCOUR",,"ANNULE ET REMPLACE LA YK163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/22/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK052","27","TESTING TOOL+IMPRESSION TOOL+BRONZE SHEAR PIN +BLIND BOX,,,PMTE 2015",,"ENCOUR",,"ANNULE ET REMPLACE LA YK163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/22/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK053","21","""LOCK","ATERIEL COMPLETE WITH EQUALIZING SUB AND VALVE CAP  PMTE 2014""",,"ENCOUR",,"ANNULE ET REMPLACE LA YK161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/22/12 00:00:00",,,,,,,,,,,,,,
"SEC","YK055","1","EMULSEUR FLUOROPROTEINIQUE 6'","15000K","ENCOUR",,"SH-DP/AT-17/M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/18/13 00:00:00",,,,,,,,,,,,,,
"EXP","YK056","1","CHIMEC 2232 EN FUT","250","ENCOUR",,"CONTRAT N° E10/DP/AT/016","CHIMEC ROMA ITALIA","YK056A","1","YA9212","240","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/31/13 00:00:00","02/21/13 00:00:00","07/17/13 00:00:00",,,,,,,,,,,,
"EXP","YK057","2","TAMIS MOLUCULAIRE",,"ENCOUR",,"CONTRAT N° E10/DP-AT/051","UOP CH SARL SUISSE","A79839","2","YA2536","80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/13/13 00:00:00","02/13/13 00:00:00","12/09/13 00:00:00",,,,,,,,,,,,
"REAL","YK058","1","TUBE LP A SOUDER DIA 8` EP 8,18mm GRB","15000","ENCOUR",,"E16/DP-AT/016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/22/13 00:00:00",,,,,,,,,,,,,,
"MNT","YK059","9","NIVEAUX VISUEL A GLACE LG ROBINET ET GLACE POUR LES NIVEAUX LG",,"ENCOUR","ADJALI","SH/DP/AT/031/14/P CONTRAT         N° E15/DP-AT/061","EPI France","YK059A","9","YA8704","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/22/13 00:00:00","04/04/16 00:00:00","12/26/16 00:00:00",,,,,,,,,,,,
"MNT","YK060","1","HUILE TORBA 46 PREVISION 2013-2014","600","ENCOUR",,"CONTRAT N°A10/DP-AT/045","NAFTAL SPA ALGER","YK060A","1","YA2887","32","YA2889","32","YA2895","32","YA2900","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/08/13 00:00:00","02/24/14 00:00:00","04/20/14 00:00:00","04/21/14 00:00:00","04/24/14 00:00:00","04/27/14 00:00:00",,,,,,,,,
"EXP","YK061","4","DESEMULSIFIANT","900","ENCOUR",,"SH/DP-AT/056/13/P","CECA SA France","YK061A","2","YA7545","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/22/13 00:00:00","05/18/15 00:00:00","09/03/15 00:00:00",,,,,,,,,,,,
,,,,,,,,"NALCO ITALIANA ROMA","A79759","2","YR0468","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/17/15 00:00:00","01/07/16 00:00:00",,,,,,,,,,,,
,,,,,,,,"CECA SA France","YK061D","1","YK6899","1","YK6900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/18/16 00:00:00","06/04/16 00:00:00","06/06/16 00:00:00",,,,,,,,,,,
,,,,,,,,"CECA SA France","YK061C","1","YK6920","1","YK6921","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/15/15 00:00:00","06/17/16 00:00:00","06/18/16 00:00:00",,,,,,,,,,,
,,,,,,,,"NALCO ITALIANA ROMA","A79768","1","YA6961","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/13/16 00:00:00","06/28/16 00:00:00",,,,,,,,,,,,
,,,,,,,,"NALCO ITALIANA ROMA","A79846","1","YB1484","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/22/16 00:00:00","03/12/17 00:00:00",,,,,,,,,,,,
,,,,,,,,"CECA SA France","A91242","2","YB5581","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/09/17 00:00:00","05/23/17 00:00:00",,,,,,,,,,,,
,,,,,,,,"BAKER HUGHES LTD LONDON","YK061G","1","YB6544","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/14/17 00:00:00","06/14/17 00:00:00",,,,,,,,,,,,
,,,,,,,,"NALCO ITALIANA ROMA","A93756","1","YB5751","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/13/17 00:00:00","11/17/17 00:00:00",,,,,,,,,,,,
,,,,,,,,"BAKER HUGHES LTD LONDON","A93757","1","YA0035","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/07/17 00:00:00","03/11/18 00:00:00",,,,,,,,,,,,
,,,,,,,,"BAKER HUGHES LTD LONDON","A93760","1","YA0087","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/26/17 00:00:00","05/09/18 00:00:00",,,,,,,,,,,,
"STN","YK062","4","""TUBE  LP A SOUDER DIM:2"""" EP 5,54 GR X 52""","40000","ENCOUR",,"E16/DP-AT/015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/28/13 00:00:00",,,,,,,,,,,,,,
"DEP","YK063","1","Cable wire line LPS ORDINAIRE ANTI CORROSIVE DIM 0,092 - 18000FT","50","ENCOUR",,"ANNULE ET REMPLACE LA YK165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/09/13 00:00:00",,,,,,,,,,,,,,
"DEP","YK064","2","GO-DEVIL  LEST A EXTREMETE  PLATE PMTE 2014","2","ENCOUR",,"ANNULE ET REMPLACE LA YK159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/17/13 00:00:00",,,,,,,,,,,,,,
"DEP","YK065","2","GO-DEVIL  LEST A EXTREMETE  PLATE PMTE 2015","2","ENCOUR",,"ANNULE ET REMPLACE LA YK159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/17/13 00:00:00",,,,,,,,,,,,,,
"DEP","YK066","10","V -PACKING FOR TESTING TOOL  PMTE 2014","50","ENCOUR",,"ANNULE ET REMPLACE LA YK163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/17/13 00:00:00",,,,,,,,,,,,,,
"DEP","YK068","5","TENSIOMETRE COMPLET   PMTE 2014",,"ENCOUR",,"ANNULE ET REMPLACE LA YK160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/22/13 00:00:00",,,,,,,,,,,,,,
